Date,Year,Quarter,Month,Region,Country,Salesperson,Channel,Product,Category,Units_Sold,Unit_Price,Discount_Pct,Revenue,COGS,Gross_Profit,Gross_Margin_Pct,Pipeline_Stage,Deal_Size,Customer_Type,Contract_Length_Mo,NPS_Score,Forecast_Revenue,Target_Revenue,Attainment_Pct,Lead_Source,Days_To_Close
2022-05-30,2022,Q2,May,North America,UAE,Rep_023,Partner,Security Module,Add-on,17,1161.38,12.2,17338.81,9504.48,7834.33,45.2,Closed Lost,Mid-Market,New,24,10,15847.01,15213.06,98.9,Referral,162
2023-09-19,2023,Q3,September,Middle East & Africa,USA,Rep_021,Partner,Starter Kit,Add-on,37,3771.04,10.7,124588.07,52892.85,71695.21,57.5,Closed Lost,Enterprise,Reactivated,36,5,133062.8,106363.62,118.6,Event,123
2024-07-01,2024,Q3,July,Asia Pacific,Brazil,Rep_009,Marketplace,AI Accelerator,Add-on,32,5605.38,15.2,152169.24,61693.76,90475.48,59.5,Closed Lost,Enterprise,Existing,1,2,164102.51,173447.81,110.5,SEO,153
2024-04-09,2024,Q2,April,North America,Germany,Rep_024,Reseller,Analytics Add-on,Add-on,36,2753.04,13.5,85737.66,51883.44,33854.22,39.5,Closed Lost,Enterprise,Reactivated,24,3,85132.38,86094.74,91.7,SEO,7
2023-05-05,2023,Q2,May,Middle East & Africa,Germany,Rep_031,Online,Starter Kit,Add-on,9,4571.96,23.7,31388.33,14187.14,17201.19,54.8,Closed Won,Mid-Market,New,36,4,28644.12,29749.04,63.4,Outbound,137
2024-01-10,2024,Q1,January,Latin America,UK,Rep_034,Online,Data Connector,Add-on,30,8838.21,16.2,222157.8,82189.03,139968.77,63.0,Negotiation,Enterprise,Reactivated,12,7,228985.83,210187.65,112.3,Inbound,137
2023-05-31,2023,Q2,May,Europe,Australia,Rep_039,Direct,Data Connector,Add-on,34,4176.25,8.6,129744.61,71608.18,58136.43,44.8,Discovery,Enterprise,New,36,3,122738.16,130499.27,82.5,Outbound,52
2022-11-19,2022,Q4,November,Middle East & Africa,UAE,Rep_008,Reseller,AI Accelerator,Add-on,46,8205.16,10.4,338314.68,175613.07,162701.6,48.1,Proposal,Enterprise,Existing,12,10,315393.6,383427.58,61.8,Inbound,37
2022-11-26,2022,Q4,November,Middle East & Africa,Germany,Rep_034,Reseller,Starter Kit,Add-on,3,8928.82,4.2,25672.53,9019.43,16653.09,64.9,Discovery,Mid-Market,Reactivated,1,5,27968.96,22762.22,108.5,Event,128
2022-12-16,2022,Q4,December,Latin America,India,Rep_033,Online,Analytics Add-on,Add-on,39,1597.58,19.2,50350.85,27767.2,22583.65,44.9,Closed Lost,Enterprise,Reactivated,24,8,51322.96,41667.2,90.3,Outbound,32
2022-02-03,2022,Q1,February,Middle East & Africa,Germany,Rep_031,Marketplace,Analytics Add-on,Add-on,33,6905.8,15.1,193393.84,115456.37,77937.48,40.3,Discovery,Enterprise,New,1,2,192706.95,164796.99,108.3,Inbound,178
2024-06-02,2024,Q2,June,Asia Pacific,Australia,Rep_025,Online,Data Connector,Add-on,3,7035.9,23.5,16155.72,8595.88,7559.84,46.8,Discovery,Mid-Market,Reactivated,1,7,14972.74,16008.0,78.6,Inbound,77
2024-04-16,2024,Q2,April,Europe,UK,Rep_034,Direct,Security Module,Add-on,1,7148.66,14.4,6115.7,3555.43,2560.27,41.9,Proposal,SMB,Reactivated,12,6,6004.21,5153.29,94.1,SEO,69
2023-06-20,2023,Q2,June,Middle East & Africa,Japan,Rep_027,Marketplace,Data Connector,Add-on,24,6195.43,9.9,133915.94,81474.82,52441.12,39.2,Discovery,Enterprise,Existing,12,6,135498.66,133046.03,139.1,SEO,93
2024-03-26,2024,Q1,March,North America,UK,Rep_014,Marketplace,Starter Kit,Add-on,48,2450.76,23.7,89719.97,58321.47,31398.5,35.0,Proposal,Enterprise,Existing,1,3,87730.05,94596.31,124.3,Outbound,125
2024-06-10,2024,Q2,June,North America,Canada,Rep_026,Marketplace,Pro Plan,Software,17,2372.35,0.9,39949.26,12905.98,27043.28,67.7,Discovery,Mid-Market,Existing,1,3,41070.16,38974.05,76.1,Paid,137
2023-08-09,2023,Q3,August,North America,USA,Rep_024,Partner,Analytics Add-on,Add-on,39,5202.37,15.4,171688.05,96295.25,75392.8,43.9,Closed Won,Enterprise,New,1,5,181291.35,161601.56,91.6,SEO,56
2024-11-26,2024,Q4,November,North America,India,Rep_023,Online,Enterprise Suite,Software,6,5585.01,14.0,28826.06,16136.25,12689.81,44.0,Negotiation,Mid-Market,New,12,8,31303.46,29689.77,80.9,Event,134
2022-08-07,2022,Q3,August,Middle East & Africa,Brazil,Rep_035,Marketplace,Pro Plan,Software,19,3530.67,12.8,58474.49,22087.11,36387.38,62.2,Negotiation,Enterprise,Reactivated,36,7,59213.24,64788.97,120.6,Event,179
2024-08-01,2024,Q3,August,Latin America,Japan,Rep_015,Online,Enterprise Suite,Software,8,2725.63,19.7,17505.89,8627.58,8878.32,50.7,Proposal,Mid-Market,Existing,1,5,16624.5,14656.0,113.9,Referral,24
2023-01-01,2023,Q1,January,Asia Pacific,Japan,Rep_032,Partner,Cloud Storage,Add-on,23,2340.95,4.6,51381.45,23874.97,27506.47,53.5,Closed Lost,Enterprise,Reactivated,12,5,48368.22,45272.53,80.0,SEO,96
2022-11-16,2022,Q4,November,North America,France,Rep_003,Reseller,Pro Plan,Software,6,6821.96,15.3,34650.5,19068.3,15582.2,45.0,Negotiation,Mid-Market,Reactivated,24,8,37409.52,39931.06,106.0,Referral,130
2023-01-10,2023,Q1,January,Latin America,Canada,Rep_031,Marketplace,Security Module,Add-on,15,7550.66,13.1,98373.71,37609.25,60764.46,61.8,Closed Won,Enterprise,Reactivated,24,7,105464.49,109230.39,96.6,Inbound,137
2024-07-31,2024,Q3,July,North America,UAE,Rep_040,Online,AI Accelerator,Add-on,1,6805.21,2.5,6633.81,2687.08,3946.72,59.5,Closed Lost,SMB,Reactivated,24,4,6327.87,7850.52,87.4,Outbound,132
2024-05-18,2024,Q2,May,Latin America,Australia,Rep_012,Marketplace,Analytics Add-on,Add-on,45,7570.52,10.0,306555.53,133295.08,173260.44,56.5,Closed Lost,Enterprise,Reactivated,12,2,320093.97,343843.42,104.4,Event,55
2022-10-26,2022,Q4,October,Latin America,France,Rep_035,Online,Starter Kit,Add-on,1,1929.75,24.9,1449.45,819.95,629.5,43.4,Proposal,SMB,Existing,24,9,1553.38,1187.22,67.9,Outbound,20
2023-03-18,2023,Q1,March,Latin America,UAE,Rep_036,Marketplace,Security Module,Add-on,41,1142.76,6.5,43810.35,22777.55,21032.8,48.0,Negotiation,Mid-Market,Existing,1,7,40491.61,50248.17,137.0,Outbound,152
2022-12-24,2022,Q4,December,Asia Pacific,UK,Rep_025,Marketplace,Security Module,Add-on,21,6796.29,18.4,116442.45,60210.66,56231.79,48.3,Negotiation,Enterprise,Existing,12,3,119716.36,136403.79,93.7,SEO,151
2024-04-08,2024,Q2,April,North America,Brazil,Rep_039,Reseller,Pro Plan,Software,11,3566.53,16.3,32827.1,14844.17,17982.94,54.8,Negotiation,Mid-Market,Existing,24,10,32964.55,32174.35,73.4,Inbound,37
2023-04-26,2023,Q2,April,North America,Australia,Rep_036,Direct,Security Module,Add-on,14,1834.72,1.6,25276.47,8367.31,16909.16,66.9,Closed Won,Mid-Market,Existing,1,2,24075.6,21791.09,112.4,Event,84
2023-04-15,2023,Q2,April,Asia Pacific,USA,Rep_003,Online,Analytics Add-on,Add-on,29,6338.51,21.0,145283.39,61177.78,84105.62,57.9,Negotiation,Enterprise,Existing,36,9,157918.91,148104.52,70.8,Paid,143
2022-12-29,2022,Q4,December,Middle East & Africa,UAE,Rep_031,Marketplace,Cloud Storage,Add-on,28,5328.91,7.7,137658.28,68618.71,69039.56,50.2,Closed Lost,Enterprise,New,36,5,133963.07,124432.46,84.3,Inbound,138
2022-10-07,2022,Q4,October,Asia Pacific,Australia,Rep_020,Direct,AI Accelerator,Add-on,31,5442.97,12.3,147980.88,79631.82,68349.06,46.2,Proposal,Enterprise,Existing,12,1,149407.78,129546.67,130.6,Event,106
2023-05-27,2023,Q2,May,Latin America,France,Rep_040,Online,Starter Kit,Add-on,25,2360.81,15.6,49793.48,18874.79,30918.69,62.1,Negotiation,Mid-Market,Reactivated,24,7,46686.37,41198.41,70.9,Inbound,168
2024-07-21,2024,Q3,July,Asia Pacific,USA,Rep_035,Direct,Cloud Storage,Add-on,45,6301.99,0.5,282214.33,98390.6,183823.73,65.1,Closed Lost,Enterprise,New,24,5,261050.47,275262.45,60.7,Inbound,43
2022-01-31,2022,Q1,January,Europe,UAE,Rep_030,Direct,Cloud Storage,Add-on,22,4317.38,12.5,83147.69,47152.24,35995.45,43.3,Negotiation,Enterprise,New,12,1,79264.75,79569.74,103.5,Outbound,54
2023-05-28,2023,Q2,May,North America,Australia,Rep_016,Direct,Data Connector,Add-on,8,9750.07,9.6,70496.91,37336.56,33160.35,47.0,Closed Lost,Enterprise,Existing,1,9,72837.52,62275.48,91.1,Referral,87
2022-11-21,2022,Q4,November,Middle East & Africa,UAE,Rep_004,Partner,Enterprise Suite,Software,34,1395.99,7.5,43917.87,19949.28,23968.59,54.6,Closed Won,Mid-Market,New,36,6,39658.43,49089.47,106.8,Event,67
2022-01-19,2022,Q1,January,Middle East & Africa,UK,Rep_016,Partner,Enterprise Suite,Software,45,4856.65,9.3,198257.13,98140.27,100116.87,50.5,Proposal,Enterprise,New,24,1,180801.59,209722.34,116.1,Inbound,37
2024-09-26,2024,Q3,September,Asia Pacific,Australia,Rep_013,Direct,Analytics Add-on,Add-on,36,7926.91,20.1,227900.7,139595.01,88305.68,38.7,Proposal,Enterprise,Existing,12,5,246071.81,226560.84,95.0,Referral,143
2024-09-30,2024,Q3,September,Middle East & Africa,India,Rep_036,Partner,Analytics Add-on,Add-on,12,5526.48,11.7,58552.05,25261.78,33290.27,56.9,Closed Won,Enterprise,Reactivated,12,8,56159.29,53009.5,89.4,Inbound,168
2024-11-02,2024,Q4,November,Europe,UAE,Rep_005,Marketplace,Data Connector,Add-on,2,6272.4,15.5,10599.74,4905.25,5694.48,53.7,Proposal,Mid-Market,New,36,9,9866.51,9680.23,92.8,Referral,33
2022-07-17,2022,Q3,July,North America,Japan,Rep_007,Direct,Pro Plan,Software,9,1949.66,2.7,17077.32,5401.27,11676.05,68.4,Discovery,Mid-Market,Reactivated,36,8,17165.51,18452.48,80.5,Referral,61
2022-05-26,2022,Q2,May,Europe,USA,Rep_024,Marketplace,Enterprise Suite,Software,42,5014.77,2.0,206410.37,110036.96,96373.41,46.7,Proposal,Enterprise,Existing,1,10,196742.75,168484.79,65.6,Referral,24
2023-03-19,2023,Q1,March,North America,Japan,Rep_037,Partner,Pro Plan,Software,47,2462.98,4.8,110171.02,45879.44,64291.58,58.4,Discovery,Enterprise,Reactivated,36,2,116038.36,113545.06,114.0,Paid,175
2024-05-24,2024,Q2,May,Europe,France,Rep_039,Reseller,Pro Plan,Software,12,5588.66,16.4,56039.77,28580.85,27458.92,49.0,Negotiation,Enterprise,Existing,24,6,55057.32,59026.48,126.1,Referral,160
2023-05-08,2023,Q2,May,Latin America,Australia,Rep_029,Reseller,Analytics Add-on,Add-on,50,5591.34,9.0,254405.34,135909.97,118495.37,46.6,Closed Won,Enterprise,Reactivated,1,5,259277.86,256197.31,139.5,Referral,6
2023-09-08,2023,Q3,September,Europe,Brazil,Rep_036,Marketplace,Analytics Add-on,Add-on,21,411.67,17.2,7154.46,4369.99,2784.47,38.9,Discovery,SMB,Reactivated,12,2,6493.01,6741.38,71.1,Referral,154
2023-05-27,2023,Q2,May,Asia Pacific,UK,Rep_021,Reseller,Analytics Add-on,Add-on,20,1099.67,22.9,16946.57,8796.25,8150.32,48.1,Closed Lost,Mid-Market,Existing,1,10,17428.71,13810.58,124.7,Event,25
2022-04-25,2022,Q2,April,Asia Pacific,Japan,Rep_039,Direct,AI Accelerator,Add-on,28,4280.91,21.7,93801.2,61965.43,31835.76,33.9,Proposal,Enterprise,New,24,9,85193.67,95299.38,72.0,SEO,61
2022-11-10,2022,Q4,November,Latin America,Canada,Rep_019,Reseller,Enterprise Suite,Software,29,7576.83,2.3,214779.74,97518.38,117261.36,54.6,Closed Lost,Enterprise,New,24,2,213742.56,235855.23,103.9,Referral,26
2024-03-27,2024,Q1,March,Europe,India,Rep_013,Marketplace,Data Connector,Add-on,49,1520.73,12.2,65427.58,32773.9,32653.68,49.9,Discovery,Enterprise,Reactivated,12,4,59822.32,72670.99,85.9,SEO,27
2022-08-19,2022,Q3,August,Latin America,USA,Rep_020,Partner,Data Connector,Add-on,24,3612.42,14.8,73826.02,32961.25,40864.77,55.4,Negotiation,Enterprise,Reactivated,36,10,68596.45,60386.07,125.5,Outbound,180
2024-02-05,2024,Q1,February,North America,Germany,Rep_019,Direct,Starter Kit,Add-on,8,7446.9,15.5,50326.11,21492.47,28833.64,57.3,Negotiation,Enterprise,Reactivated,1,5,49823.47,40718.82,76.7,SEO,59
2023-02-22,2023,Q1,February,Middle East & Africa,USA,Rep_025,Marketplace,Security Module,Add-on,31,6304.81,17.4,161486.39,107120.9,54365.49,33.7,Discovery,Enterprise,New,24,3,147279.14,142152.98,115.7,Referral,18
2024-08-10,2024,Q3,August,North America,UAE,Rep_007,Direct,Enterprise Suite,Software,25,6670.65,22.8,128707.4,77670.66,51036.74,39.7,Negotiation,Enterprise,Reactivated,36,4,141057.97,129147.08,116.8,Referral,129
2024-12-24,2024,Q4,December,Europe,USA,Rep_003,Partner,Pro Plan,Software,13,5105.38,23.2,50999.47,27510.1,23489.37,46.1,Discovery,Enterprise,Existing,24,8,49912.16,44002.45,87.7,Referral,95
2023-09-12,2023,Q3,September,Middle East & Africa,USA,Rep_036,Online,Analytics Add-on,Add-on,18,8155.55,22.0,114552.47,67006.53,47545.93,41.5,Closed Lost,Enterprise,New,24,7,118147.85,95664.83,90.6,Paid,161
2023-04-11,2023,Q2,April,Europe,UAE,Rep_029,Marketplace,Data Connector,Add-on,37,1695.94,22.7,48478.4,34050.22,14428.19,29.8,Closed Lost,Mid-Market,New,12,10,48879.36,54297.85,129.0,Referral,139
2022-10-04,2022,Q4,October,Europe,France,Rep_035,Direct,Data Connector,Add-on,42,9342.69,7.9,361247.29,207685.06,153562.23,42.5,Closed Lost,Enterprise,Existing,12,1,380424.83,416175.94,93.1,Event,82
2024-06-26,2024,Q2,June,Europe,India,Rep_040,Online,Security Module,Add-on,50,2040.75,0.7,101369.17,33966.89,67402.27,66.5,Discovery,Enterprise,Reactivated,12,10,95939.48,108966.9,88.7,Paid,127
2022-10-02,2022,Q4,October,Asia Pacific,Japan,Rep_015,Direct,Cloud Storage,Add-on,12,8549.87,3.4,99071.27,43384.91,55686.36,56.2,Proposal,Enterprise,New,24,7,93573.89,105861.19,76.2,Outbound,21
2022-12-29,2022,Q4,December,Middle East & Africa,Canada,Rep_026,Direct,Cloud Storage,Add-on,32,6940.05,22.2,172802.53,114748.24,58054.29,33.6,Discovery,Enterprise,Reactivated,36,6,169144.33,203156.27,105.8,SEO,139
2022-03-20,2022,Q1,March,Latin America,France,Rep_035,Reseller,Pro Plan,Software,30,8303.7,24.9,187092.53,77374.86,109717.67,58.6,Closed Won,Enterprise,Reactivated,36,9,197014.42,221711.55,75.2,Event,106
2023-09-16,2023,Q3,September,Latin America,France,Rep_010,Reseller,Security Module,Add-on,11,4339.13,1.4,47079.54,21635.42,25444.12,54.0,Proposal,Mid-Market,New,1,3,49704.05,55324.91,115.7,Outbound,105
2024-04-26,2024,Q2,April,Latin America,Japan,Rep_030,Direct,AI Accelerator,Add-on,2,1952.01,17.8,3208.49,1747.36,1461.13,45.5,Negotiation,SMB,Existing,12,2,2946.15,3473.16,110.7,Inbound,139
2024-02-26,2024,Q1,February,Latin America,India,Rep_010,Partner,Starter Kit,Add-on,36,3928.95,22.8,109184.4,69598.74,39585.66,36.3,Closed Lost,Enterprise,New,1,7,104993.08,119236.43,136.9,Referral,165
2023-01-06,2023,Q1,January,Europe,Australia,Rep_032,Marketplace,Pro Plan,Software,13,233.62,0.3,3027.82,1492.27,1535.55,50.7,Closed Won,SMB,Reactivated,36,4,2856.37,3220.96,96.3,Event,25
2022-01-14,2022,Q1,January,Middle East & Africa,USA,Rep_012,Partner,Analytics Add-on,Add-on,18,6272.71,20.6,89614.18,49610.65,40003.53,44.6,Closed Won,Enterprise,Reactivated,24,1,83258.28,72853.89,106.2,SEO,81
2023-11-10,2023,Q4,November,North America,India,Rep_039,Marketplace,Pro Plan,Software,7,4285.18,16.8,24956.2,10335.57,14620.63,58.6,Discovery,Mid-Market,New,36,10,24258.37,20322.73,121.5,Referral,99
2024-02-16,2024,Q1,February,Latin America,Brazil,Rep_022,Marketplace,Pro Plan,Software,36,835.27,3.1,29152.54,12560.3,16592.24,56.9,Proposal,Mid-Market,Reactivated,12,4,29805.87,24596.61,118.4,Paid,140
2022-06-29,2022,Q2,June,Middle East & Africa,France,Rep_037,Marketplace,Cloud Storage,Add-on,46,3013.44,7.9,127650.28,62684.62,64965.66,50.9,Negotiation,Enterprise,New,36,9,133501.38,127534.94,124.6,SEO,64
2023-08-18,2023,Q3,August,North America,Japan,Rep_040,Reseller,Analytics Add-on,Add-on,8,434.07,2.9,3370.19,1584.76,1785.43,53.0,Proposal,SMB,New,24,6,3410.91,3555.55,60.9,Outbound,77
2023-06-06,2023,Q2,June,Asia Pacific,UAE,Rep_022,Reseller,Pro Plan,Software,20,5164.56,0.2,103132.84,39351.97,63780.87,61.8,Discovery,Enterprise,Reactivated,1,3,96821.43,116904.18,133.8,Event,126
2022-03-14,2022,Q1,March,Latin America,UAE,Rep_030,Reseller,Starter Kit,Add-on,10,6345.56,13.4,54937.24,33188.23,21749.01,39.6,Closed Won,Enterprise,Reactivated,24,10,57409.02,50882.94,102.9,Outbound,152
2023-11-11,2023,Q4,November,North America,France,Rep_011,Marketplace,AI Accelerator,Add-on,10,2947.51,24.6,22227.02,9072.23,13154.79,59.2,Discovery,Mid-Market,Existing,12,10,20523.74,24737.29,84.7,Referral,13
2023-07-11,2023,Q3,July,North America,Brazil,Rep_014,Marketplace,Data Connector,Add-on,32,8794.08,20.7,223055.98,110565.02,112490.95,50.4,Negotiation,Enterprise,New,1,6,235767.67,247841.1,133.1,Event,134
2022-02-21,2022,Q1,February,Middle East & Africa,France,Rep_020,Online,Cloud Storage,Add-on,10,2063.07,18.3,16853.04,10953.05,5899.99,35.0,Closed Lost,Mid-Market,New,12,4,17609.98,16579.14,117.1,SEO,34
2022-01-09,2022,Q1,January,North America,USA,Rep_007,Marketplace,Security Module,Add-on,44,8510.62,8.3,343265.57,193962.25,149303.32,43.5,Negotiation,Enterprise,New,24,4,330968.45,301050.17,82.1,Referral,117
2022-08-29,2022,Q3,August,Europe,France,Rep_007,Partner,Security Module,Add-on,11,2880.64,15.6,26752.23,9626.98,17125.26,64.0,Discovery,Mid-Market,Existing,24,5,24834.4,28939.0,82.7,Outbound,48
2022-05-26,2022,Q2,May,Middle East & Africa,USA,Rep_007,Reseller,Security Module,Add-on,22,5496.66,0.7,120049.93,37811.46,82238.47,68.5,Closed Won,Enterprise,New,36,7,112342.31,124665.67,107.4,Paid,119
2023-12-30,2023,Q4,December,Asia Pacific,Australia,Rep_037,Partner,Security Module,Add-on,13,7185.41,13.3,80952.05,43689.63,37262.41,46.0,Closed Won,Enterprise,Reactivated,36,2,80232.94,86925.59,116.8,Event,125
2023-04-20,2023,Q2,April,Europe,UAE,Rep_021,Reseller,Analytics Add-on,Add-on,40,2727.92,4.6,104114.96,42649.6,61465.36,59.0,Proposal,Enterprise,New,1,8,96054.11,103225.91,127.7,Referral,94
2022-09-18,2022,Q3,September,Latin America,Brazil,Rep_035,Reseller,Pro Plan,Software,46,8007.23,16.2,308528.9,140506.82,168022.09,54.5,Proposal,Enterprise,Reactivated,36,4,315987.58,314446.37,137.9,Event,21
2023-11-29,2023,Q4,November,Middle East & Africa,France,Rep_016,Partner,Analytics Add-on,Add-on,28,7885.28,19.7,177329.73,90266.52,87063.21,49.1,Closed Won,Enterprise,Reactivated,36,2,180598.38,174698.75,104.4,Event,50
2023-09-23,2023,Q3,September,North America,Canada,Rep_021,Reseller,Data Connector,Add-on,39,1264.7,19.3,39811.92,24835.05,14976.86,37.6,Closed Won,Mid-Market,New,12,3,42895.44,46233.68,110.9,Inbound,42
2022-11-02,2022,Q4,November,Middle East & Africa,UAE,Rep_020,Marketplace,Cloud Storage,Add-on,19,4020.83,4.9,72658.75,33956.61,38702.14,53.3,Negotiation,Enterprise,Existing,24,2,73860.91,75899.06,100.8,Outbound,80
2022-05-08,2022,Q2,May,Middle East & Africa,UK,Rep_019,Direct,AI Accelerator,Add-on,4,207.26,24.5,626.21,364.79,261.42,41.7,Closed Lost,SMB,Existing,36,6,652.73,602.67,94.8,Outbound,174
2022-12-22,2022,Q4,December,Europe,Canada,Rep_010,Online,Cloud Storage,Add-on,13,5642.13,9.0,66741.14,37468.35,29272.79,43.9,Closed Lost,Enterprise,New,1,2,68721.87,57237.09,130.8,Paid,116
2022-10-06,2022,Q4,October,Europe,India,Rep_028,Marketplace,Pro Plan,Software,42,8097.23,22.3,264110.39,175156.03,88954.36,33.7,Closed Lost,Enterprise,Existing,36,9,281017.23,251931.17,78.1,Event,159
2022-01-16,2022,Q1,January,Europe,UAE,Rep_003,Direct,Cloud Storage,Add-on,46,5115.94,13.7,203200.56,94770.96,108429.6,53.4,Discovery,Enterprise,Existing,24,2,206462.69,240730.71,66.4,Paid,139
2023-07-27,2023,Q3,July,Middle East & Africa,UK,Rep_035,Marketplace,Cloud Storage,Add-on,6,5327.9,6.1,30007.53,14465.8,15541.73,51.8,Negotiation,Mid-Market,Reactivated,1,6,30217.78,24135.46,96.3,Event,151
2023-11-10,2023,Q4,November,Asia Pacific,Brazil,Rep_037,Online,Data Connector,Add-on,19,3033.24,23.1,44335.07,17798.46,26536.61,59.9,Closed Won,Mid-Market,Reactivated,36,10,41400.79,36383.48,139.2,Paid,164
2022-02-25,2022,Q1,February,Latin America,Brazil,Rep_009,Marketplace,Security Module,Add-on,6,1441.85,19.6,6955.99,2761.56,4194.43,60.3,Negotiation,SMB,Existing,24,1,7291.87,7244.87,132.8,Paid,43
2024-07-03,2024,Q3,July,Europe,France,Rep_003,Online,AI Accelerator,Add-on,17,7867.77,4.5,127706.21,48023.56,79682.65,62.4,Closed Won,Enterprise,New,12,8,134162.05,123259.37,90.7,Paid,117
2022-12-09,2022,Q4,December,Middle East & Africa,UK,Rep_004,Partner,Analytics Add-on,Add-on,47,8448.96,6.6,370853.35,124523.6,246329.75,66.4,Proposal,Enterprise,Existing,36,5,369093.0,437347.62,133.8,Outbound,102
2024-03-09,2024,Q1,March,Asia Pacific,Australia,Rep_025,Online,Cloud Storage,Add-on,10,5397.33,7.2,50076.56,22058.01,28018.55,56.0,Discovery,Enterprise,Reactivated,1,2,54260.08,52829.25,136.5,Event,161
2023-07-13,2023,Q3,July,Asia Pacific,Australia,Rep_016,Marketplace,AI Accelerator,Add-on,18,8061.7,14.6,123918.04,52796.46,71121.58,57.4,Closed Lost,Enterprise,Reactivated,24,3,119290.19,99658.76,60.7,Inbound,8
2024-04-22,2024,Q2,April,Middle East & Africa,Brazil,Rep_013,Direct,Pro Plan,Software,7,6916.9,18.1,39639.42,18780.43,20858.99,52.6,Closed Won,Mid-Market,Reactivated,1,1,43115.84,42122.52,126.8,SEO,168
2022-09-07,2022,Q3,September,North America,India,Rep_012,Direct,Pro Plan,Software,39,1472.09,22.5,44495.43,26644.62,17850.8,40.1,Closed Lost,Mid-Market,Existing,24,8,45923.53,36943.92,96.3,Referral,114
2023-10-25,2023,Q4,October,Europe,UAE,Rep_004,Online,Security Module,Add-on,50,924.17,9.6,41786.41,22839.8,18946.61,45.3,Negotiation,Mid-Market,New,36,2,41717.23,48950.05,108.8,Outbound,170
2024-10-04,2024,Q4,October,Europe,Australia,Rep_017,Direct,Pro Plan,Software,35,7732.33,16.1,227104.7,95965.06,131139.64,57.7,Closed Won,Enterprise,New,1,10,237440.02,252289.45,61.5,Event,43
2022-01-02,2022,Q1,January,Latin America,USA,Rep_033,Reseller,Enterprise Suite,Software,18,1684.75,9.8,27358.73,11598.24,15760.49,57.6,Proposal,Mid-Market,Existing,36,2,27578.3,21923.18,136.3,Event,36
2024-01-06,2024,Q1,January,Asia Pacific,UAE,Rep_035,Online,AI Accelerator,Add-on,26,739.91,16.2,16125.56,10566.33,5559.23,34.5,Closed Won,Mid-Market,Existing,24,4,15082.62,13154.15,90.7,Outbound,81
2024-03-09,2024,Q1,March,Asia Pacific,Germany,Rep_003,Partner,Pro Plan,Software,32,1030.65,18.4,26917.97,15111.77,11806.2,43.9,Closed Won,Mid-Market,Reactivated,12,8,26319.14,30069.94,111.5,Event,141
2024-07-09,2024,Q3,July,North America,UK,Rep_014,Marketplace,Enterprise Suite,Software,22,748.33,1.1,16287.12,8181.37,8105.75,49.8,Proposal,Mid-Market,Reactivated,12,10,15417.34,13498.99,118.8,Event,172
2022-02-09,2022,Q1,February,Middle East & Africa,USA,Rep_020,Direct,Cloud Storage,Add-on,3,2577.29,0.4,7704.1,3573.64,4130.46,53.6,Proposal,SMB,Reactivated,12,10,7032.24,8682.43,69.1,SEO,162
2023-03-28,2023,Q1,March,Europe,Canada,Rep_021,Direct,Pro Plan,Software,28,3504.96,18.4,80034.07,49950.17,30083.9,37.6,Discovery,Enterprise,Reactivated,12,6,85419.2,89417.32,121.1,SEO,49
2023-11-19,2023,Q4,November,North America,France,Rep_011,Reseller,Pro Plan,Software,18,1583.12,17.4,23535.73,11506.43,12029.3,51.1,Closed Lost,Mid-Market,Reactivated,1,3,21652.72,26805.94,109.0,Outbound,9
2024-09-24,2024,Q3,September,North America,Brazil,Rep_027,Reseller,Pro Plan,Software,1,1957.25,16.3,1638.33,630.79,1007.54,61.5,Closed Lost,SMB,New,12,5,1645.9,1580.69,135.0,SEO,14
2023-01-04,2023,Q1,January,Middle East & Africa,USA,Rep_036,Partner,Cloud Storage,Add-on,6,6345.48,8.7,34761.92,18870.66,15891.27,45.7,Closed Lost,Mid-Market,New,1,10,33801.81,38392.85,103.2,Outbound,123
2023-03-03,2023,Q1,March,North America,Australia,Rep_032,Partner,Security Module,Add-on,13,1303.26,21.1,13368.42,5714.72,7653.7,57.3,Closed Lost,Mid-Market,Reactivated,1,1,13755.73,12219.08,94.8,Referral,162
2024-07-17,2024,Q3,July,North America,USA,Rep_032,Marketplace,Enterprise Suite,Software,48,713.07,4.0,32875.2,14866.41,18008.79,54.8,Closed Won,Mid-Market,New,12,8,33484.75,30586.72,75.9,Paid,88
2023-04-17,2023,Q2,April,Asia Pacific,Canada,Rep_015,Direct,Pro Plan,Software,15,1160.03,21.7,13616.33,8429.41,5186.92,38.1,Proposal,Mid-Market,Reactivated,36,1,14679.73,11682.49,134.2,Event,50
2024-03-04,2024,Q1,March,Europe,Japan,Rep_022,Partner,AI Accelerator,Add-on,30,7253.25,24.4,164527.82,99660.78,64867.05,39.4,Closed Won,Enterprise,Reactivated,1,5,152566.7,187670.4,96.7,Outbound,92
2023-03-27,2023,Q1,March,Middle East & Africa,Germany,Rep_037,Marketplace,Security Module,Add-on,11,7936.56,15.3,73955.23,40115.33,33839.9,45.8,Closed Lost,Enterprise,New,36,9,73795.69,88618.02,107.3,Event,76
2022-01-30,2022,Q1,January,Europe,India,Rep_010,Marketplace,Data Connector,Add-on,16,3406.5,22.3,42352.03,24247.02,18105.01,42.7,Closed Won,Mid-Market,Existing,1,1,46513.31,46307.31,100.3,Event,140
