Date,Week,Month,Quarter,Year,SKU_ID,Product_Name,Category,Warehouse,Region,Actual_Demand,Forecast_Demand,Forecast_Error_Pct,MAPE,Model_Used,Confidence_Interval_Low,Confidence_Interval_High,Inventory_On_Hand,Inventory_In_Transit,Safety_Stock,Reorder_Point,Days_Of_Supply,Stockout_Risk,Overstock_Risk,Unit_Cost,Selling_Price,Revenue_Forecast,Gross_Margin_Pct,Lead_Time_Days,Supplier,Supplier_Reliability_Pct,Elasticity,Promo_Planned,Promo_Lift_Pct,External_Factor,Trend_Direction,Seasonality_Index,ABC_Classification
2023-04-17,16,April,Q2,2023,SKU-1007,Sports Item 007,Sports,European DC,Asia Pacific,214,270,26.2,12.24,XGBoost,229,310,6271,1876,393,671,879.1,Low,High,69.99,174.97,47240.73,60.6,39,Supplier_04,96.8,-2.29,0,0,None,Stable,1.289,C
2023-04-10,15,April,Q2,2023,SKU-1019,Food & Beverage Item 019,Food & Beverage,East Coast Hub,Asia Pacific,7693,7396,3.9,8.96,Prophet,6286,8505,6754,36,10519,21802,26.3,High,Low,34.95,87.36,646135.32,46.7,44,Supplier_14,87.8,-0.01,0,0,Holiday,Upward,1.297,A
2023-12-30,52,December,Q4,2023,SKU-1026,Healthcare Item 026,Healthcare,Central Depot,Latin America,3224,4023,24.8,22.28,Holt-Winters,3419,4626,8128,400,607,1466,75.6,Low,High,78.32,195.79,787662.94,34.8,8,Supplier_12,96.9,-2.03,0,0,Supply Shock,Upward,0.995,A
2022-10-13,41,October,Q4,2022,SKU-1028,Automotive Item 028,Automotive,APAC Fulfillment,Middle East & Africa,2918,2586,11.4,6.87,XGBoost,2198,2973,3063,1220,3775,7762,31.5,High,Low,66.91,167.29,432605.14,58.2,41,Supplier_06,98.2,-1.63,0,21.1,Weather,Upward,0.707,C
2024-10-13,41,October,Q4,2024,SKU-1000,Healthcare Item 000,Healthcare,West Coast Hub,Asia Pacific,1515,1201,20.7,8.01,LSTM,1020,1381,1250,1030,907,2068,24.8,Medium,Low,32.16,80.4,96556.39,29.2,23,Supplier_15,97.4,-0.33,0,0,Weather,Upward,0.708,B
2022-02-12,6,February,Q1,2022,SKU-1006,Food & Beverage Item 006,Food & Beverage,European DC,Europe,3143,3870,23.1,20.89,LSTM,3289,4450,2054,1913,4097,6925,19.6,High,Low,136.45,341.12,1320146.46,33.4,27,Supplier_08,97.0,-0.81,0,30.3,Economic,Downward,1.202,B
2023-08-07,32,August,Q3,2023,SKU-1006,Healthcare Item 006,Healthcare,European DC,Latin America,2269,2561,12.9,16.48,Prophet,2176,2945,7102,791,2893,5388,93.9,Low,Low,98.29,245.72,629288.83,46.8,33,Supplier_07,90.6,-2.99,0,0,Weather,Upward,0.824,A
2024-09-26,39,September,Q3,2024,SKU-1019,Home & Garden Item 019,Home & Garden,East Coast Hub,Middle East & Africa,3871,2908,24.9,15.03,ARIMA,2471,3344,6832,607,7902,13708,52.9,High,Low,129.63,324.08,942427.31,58.6,45,Supplier_05,88.1,-0.43,0,0,Supply Shock,Stable,0.701,B
2024-05-15,20,May,Q2,2024,SKU-1003,Healthcare Item 003,Healthcare,European DC,Middle East & Africa,5912,5357,9.4,22.26,Prophet,4553,6160,5345,1987,2124,4488,27.1,Low,Low,118.3,295.75,1584326.52,42.6,12,Supplier_10,79.1,-1.79,0,47.7,None,Stable,1.215,B
2022-05-24,21,May,Q2,2022,SKU-1021,Automotive Item 021,Automotive,APAC Fulfillment,Middle East & Africa,3952,3419,13.5,9.7,ARIMA,2906,3931,7402,867,5212,9954,56.2,Medium,Low,147.42,368.54,1260044.49,45.6,36,Supplier_04,71.6,-0.89,0,0,Supply Shock,Stable,1.185,A
2022-06-10,23,June,Q2,2022,SKU-1005,Electronics Item 005,Electronics,Central Depot,Middle East & Africa,738,917,24.3,21.15,Holt-Winters,779,1054,3839,1786,996,1881,156.1,Low,Medium,131.4,328.49,301223.28,56.9,36,Supplier_12,89.9,-1.22,0,11.8,Weather,Upward,1.109,A
2022-04-04,14,April,Q2,2022,SKU-1025,Sports Item 025,Sports,East Coast Hub,North America,1811,1481,18.2,18.07,Prophet,1258,1703,8862,1283,2980,5515,146.8,Low,Low,47.96,119.91,177588.75,54.4,42,Supplier_10,86.9,-0.71,1,22.2,Supply Shock,Stable,1.3,C
2022-11-19,46,November,Q4,2022,SKU-1014,Office Item 014,Office,Central Depot,Europe,1647,1706,3.6,5.0,LSTM,1450,1961,6414,1658,186,350,116.8,Low,High,34.65,86.62,147777.85,59.3,3,Supplier_14,94.2,-2.01,0,0,Economic,Downward,0.802,B
2023-11-25,47,November,Q4,2023,SKU-1014,Food & Beverage Item 014,Food & Beverage,APAC Fulfillment,Asia Pacific,1122,868,22.6,20.62,Ensemble,737,998,8648,1282,211,472,231.2,Low,High,8.55,21.38,18557.16,25.6,7,Supplier_09,90.4,-2.58,0,35.7,Holiday,Upward,0.826,A
2022-01-10,2,January,Q1,2022,SKU-1016,Food & Beverage Item 016,Food & Beverage,East Coast Hub,North America,1367,1324,3.1,18.12,Holt-Winters,1125,1522,1379,897,2197,4019,30.3,High,Low,199.94,499.84,661791.03,46.6,40,Supplier_04,95.9,-2.94,0,59.9,Economic,Downward,1.051,B
2022-04-19,16,April,Q2,2022,SKU-1027,Food & Beverage Item 027,Food & Beverage,East Coast Hub,Europe,2169,1717,20.8,18.24,XGBoost,1459,1974,9676,1999,1006,1945,133.8,Low,High,22.98,57.44,98626.02,62.8,13,Supplier_05,92.1,-2.67,1,0,Competitor Promo,Downward,1.286,A
2024-04-16,16,April,Q2,2024,SKU-1025,Home & Garden Item 025,Home & Garden,West Coast Hub,Europe,1735,2260,30.3,7.53,ARIMA,1921,2599,1878,401,2930,5474,32.5,High,Low,154.27,385.68,871637.27,42.1,44,Supplier_15,91.3,-1.55,0,0,Weather,Stable,1.289,B
2022-11-22,47,November,Q4,2022,SKU-1005,Healthcare Item 005,Healthcare,APAC Fulfillment,Europe,3456,3443,0.4,14.11,ARIMA,2926,3959,2107,1643,4286,7281,18.3,High,Low,144.87,362.17,1246965.65,39.4,26,Supplier_06,84.3,-2.78,0,0,Economic,Downward,0.813,B
2024-04-20,16,April,Q2,2024,SKU-1026,Food & Beverage Item 026,Food & Beverage,West Coast Hub,Middle East & Africa,5099,5489,7.6,16.92,XGBoost,4665,6312,961,1067,1951,3480,5.7,High,Low,138.19,345.47,1896272.06,54.8,9,Supplier_15,94.9,-0.41,0,37.5,None,Upward,1.283,A
2022-04-19,16,April,Q2,2022,SKU-1003,Food & Beverage Item 003,Food & Beverage,European DC,Middle East & Africa,2185,2767,26.6,5.75,Ensemble,2351,3182,5535,30,4025,7156,76.0,Medium,Low,76.66,191.64,530272.24,24.4,43,Supplier_05,97.9,-1.39,0,0,Economic,Stable,1.286,A
2022-06-17,24,June,Q2,2022,SKU-1012,Office Item 012,Office,APAC Fulfillment,Middle East & Africa,4353,4057,6.8,14.79,LSTM,3448,4665,9191,1049,3947,9751,63.3,Low,Low,22.64,56.59,229583.23,54.7,40,Supplier_13,83.3,-2.73,0,19.9,None,Upward,1.074,B
2024-10-18,42,October,Q4,2024,SKU-1021,Office Item 021,Office,East Coast Hub,Middle East & Africa,3030,2827,6.7,2.7,Ensemble,2402,3251,4186,337,2441,5774,41.4,Medium,Low,131.09,327.72,926455.67,62.4,33,Supplier_04,73.3,-2.76,0,18.6,Supply Shock,Upward,0.715,B
2023-04-25,17,April,Q2,2023,SKU-1000,Food & Beverage Item 000,Food & Beverage,Central Depot,Middle East & Africa,4921,5436,10.5,11.49,XGBoost,4620,6251,9645,1187,2227,5671,58.8,Low,Medium,108.37,270.94,1472814.1,61.9,21,Supplier_13,70.5,-2.94,0,0,Competitor Promo,Downward,1.275,C
2023-04-09,14,April,Q2,2023,SKU-1007,Food & Beverage Item 007,Food & Beverage,West Coast Hub,North America,2139,2286,6.9,12.2,LSTM,1943,2628,1419,1759,1208,2277,19.9,Medium,Low,75.35,188.37,430625.14,37.6,15,Supplier_08,70.1,-0.89,0,0,Supply Shock,Stable,1.297,C
2023-07-03,27,July,Q3,2023,SKU-1027,Healthcare Item 027,Healthcare,West Coast Hub,Middle East & Africa,1881,1840,2.2,9.12,Ensemble,1564,2116,507,1881,2627,5197,8.1,High,Low,30.56,76.39,140553.56,57.5,41,Supplier_02,84.8,-1.4,1,0,Weather,Stable,0.992,B
2023-06-09,23,June,Q2,2023,SKU-1001,Automotive Item 001,Automotive,West Coast Hub,Middle East & Africa,1982,2607,31.5,11.43,Prophet,2215,2998,7556,1331,500,1358,114.4,Low,High,101.7,254.25,662822.95,63.4,13,Supplier_03,70.7,-0.08,0,0,Supply Shock,Stable,1.113,C
2023-08-27,34,August,Q3,2023,SKU-1003,Office Item 003,Office,European DC,Latin America,2684,2825,5.3,24.74,Ensemble,2401,3248,468,1887,587,1213,5.2,High,Low,179.28,448.2,1266153.63,36.9,7,Supplier_14,82.7,-2.7,0,38.8,Economic,Downward,0.752,B
2022-04-15,15,April,Q2,2022,SKU-1025,Food & Beverage Item 025,Food & Beverage,Central Depot,Latin America,3565,3620,1.5,24.11,LSTM,3077,4163,1447,1755,2057,3601,12.2,High,Low,139.99,349.98,1266927.68,60.8,13,Supplier_05,72.9,-1.71,1,0,Competitor Promo,Upward,1.292,B
2024-07-27,30,July,Q3,2024,SKU-1024,Apparel Item 024,Apparel,East Coast Hub,Asia Pacific,5651,4465,21.0,16.4,Ensemble,3795,5134,294,392,1733,3428,1.6,High,Low,187.69,469.23,2095095.94,54.4,9,Supplier_10,82.3,-1.11,0,54.2,Weather,Stable,0.868,B
2022-10-09,40,October,Q4,2022,SKU-1011,Office Item 011,Office,APAC Fulfillment,Middle East & Africa,1489,1685,13.2,16.85,Ensemble,1432,1937,3893,96,630,1374,78.4,Low,High,183.47,458.67,772866.64,57.8,15,Supplier_07,71.9,-1.71,0,51.0,Weather,Stable,0.703,A
2022-11-26,47,November,Q4,2022,SKU-1018,Office Item 018,Office,West Coast Hub,Middle East & Africa,2136,2645,23.8,14.52,Prophet,2248,3041,54,19,604,1102,0.8,High,Low,28.28,70.7,186995.35,45.4,7,Supplier_05,70.2,-2.26,1,0,Economic,Downward,0.83,C
2022-02-02,5,February,Q1,2022,SKU-1003,Food & Beverage Item 003,Food & Beverage,East Coast Hub,Middle East & Africa,284,288,1.4,3.07,XGBoost,244,331,5766,1250,307,600,609.1,Low,High,4.08,10.2,2937.11,22.5,31,Supplier_11,96.6,-0.79,0,0,Weather,Stable,1.161,C
2022-05-20,20,May,Q2,2022,SKU-1024,Apparel Item 024,Apparel,West Coast Hub,Latin America,2820,3236,14.8,15.5,LSTM,2750,3721,8693,162,2391,5869,92.5,Low,Medium,176.65,441.64,1429137.15,38.6,37,Supplier_04,81.3,-1.66,1,32.8,Supply Shock,Stable,1.2,B
2023-01-15,2,January,Q1,2023,SKU-1019,Healthcare Item 019,Healthcare,Central Depot,Asia Pacific,4463,4419,1.0,18.27,Holt-Winters,3756,5081,2947,1257,4509,8525,19.8,High,Low,186.94,467.35,2065223.7,40.8,27,Supplier_09,85.8,-2.74,0,0,Weather,Stable,1.077,B
2022-12-02,48,December,Q4,2022,SKU-1025,Office Item 025,Office,East Coast Hub,Asia Pacific,3409,3305,3.1,11.89,XGBoost,2809,3800,7741,604,3905,6632,68.1,Medium,Low,159.35,398.37,1316608.88,57.9,24,Supplier_09,72.3,-0.77,1,0,None,Downward,0.856,B
2022-02-21,8,February,Q1,2022,SKU-1003,Sports Item 003,Sports,East Coast Hub,Asia Pacific,4679,5664,21.1,22.14,ARIMA,4814,6513,1019,207,6870,11704,6.5,High,Low,107.01,267.52,1515253.47,30.8,31,Supplier_14,88.1,-1.03,0,0,Supply Shock,Upward,1.234,C
2022-06-03,22,June,Q2,2022,SKU-1029,Food & Beverage Item 029,Food & Beverage,West Coast Hub,Europe,148,146,1.4,11.44,Prophet,124,167,3211,986,165,288,650.9,Low,High,108.46,271.14,39587.13,61.2,25,Supplier_04,71.4,-1.02,0,0,Economic,Stable,1.141,B
2024-03-23,12,March,Q1,2024,SKU-1020,Food & Beverage Item 020,Food & Beverage,APAC Fulfillment,Latin America,5461,6547,19.9,14.93,ARIMA,5564,7529,688,997,6133,13596,3.8,High,Low,167.68,419.2,2744496.25,40.7,41,Supplier_12,89.3,-2.83,1,0,Holiday,Downward,1.297,C
2022-06-05,22,June,Q2,2022,SKU-1022,Food & Beverage Item 022,Food & Beverage,East Coast Hub,Europe,2275,2326,2.2,18.44,XGBoost,1977,2674,6098,827,449,1207,80.4,Low,High,120.95,302.38,703335.46,52.8,10,Supplier_03,79.2,-0.92,0,0,Supply Shock,Downward,1.132,C
2022-03-10,10,March,Q1,2022,SKU-1004,Electronics Item 004,Electronics,East Coast Hub,Asia Pacific,2522,2534,0.5,8.85,ARIMA,2153,2914,5626,705,1143,3328,66.9,Low,Medium,194.89,487.23,1234644.63,39.2,26,Supplier_14,94.2,-1.85,0,0,Economic,Downward,1.278,B
2022-11-17,46,November,Q4,2022,SKU-1015,Automotive Item 015,Automotive,APAC Fulfillment,Middle East & Africa,2080,2081,0.0,6.11,Ensemble,1768,2393,2683,434,659,1352,38.7,Low,Medium,40.73,101.82,211884.94,45.4,10,Supplier_01,79.3,-1.62,0,42.1,Supply Shock,Stable,0.794,A
2024-07-23,30,July,Q3,2024,SKU-1005,Electronics Item 005,Electronics,West Coast Hub,Europe,3149,3968,26.0,16.91,LSTM,3372,4563,9958,1877,2095,3669,94.9,Low,Medium,58.73,146.83,582601.82,36.5,15,Supplier_08,83.8,-0.23,1,0,None,Stable,0.887,A
2023-01-17,3,January,Q1,2023,SKU-1008,Apparel Item 008,Apparel,APAC Fulfillment,North America,5191,5290,1.9,22.41,LSTM,4496,6083,9200,735,7153,14247,53.2,Medium,Low,86.04,215.1,1137876.4,41.4,41,Supplier_11,97.1,-1.69,0,0,Supply Shock,Downward,1.087,B
2024-02-01,5,February,Q1,2024,SKU-1012,Food & Beverage Item 012,Food & Beverage,European DC,Middle East & Africa,2760,2547,7.7,17.67,Holt-Winters,2164,2929,7347,1263,2662,6250,79.9,Low,Low,58.3,145.75,371221.67,50.1,39,Supplier_06,72.6,-1.96,0,0,Competitor Promo,Upward,1.157,B
2022-08-09,32,August,Q3,2022,SKU-1002,Office Item 002,Office,European DC,Latin America,1979,1918,3.1,12.15,LSTM,1630,2205,4484,1926,1468,2853,68.0,Low,Medium,126.9,317.26,608508.76,38.3,21,Supplier_04,86.9,-1.02,0,59.9,Weather,Upward,0.815,C
2024-06-17,25,June,Q2,2024,SKU-1027,Home & Garden Item 027,Home & Garden,APAC Fulfillment,Latin America,3640,3594,1.3,12.08,Holt-Winters,3054,4133,6714,1603,5674,11134,55.3,Medium,Low,193.85,484.63,1741760.54,32.7,45,Supplier_15,75.1,-2.97,0,0,Economic,Stable,1.069,C
2023-08-30,35,August,Q3,2023,SKU-1012,Home & Garden Item 012,Home & Garden,European DC,Asia Pacific,527,581,10.2,19.75,XGBoost,493,668,5414,476,144,284,308.2,Low,High,155.24,388.1,225485.1,23.9,8,Supplier_02,78.5,-2.78,0,16.3,None,Downward,0.744,B
2022-04-07,14,April,Q2,2022,SKU-1017,Healthcare Item 017,Healthcare,East Coast Hub,North America,4268,4775,11.9,13.37,Holt-Winters,4058,5491,4152,716,5711,9979,29.2,High,Low,184.46,461.16,2202018.52,45.5,30,Supplier_10,82.0,-2.89,0,0,Weather,Upward,1.299,B
2023-09-24,38,September,Q3,2023,SKU-1002,Home & Garden Item 002,Home & Garden,APAC Fulfillment,Latin America,1019,1197,17.5,24.22,Prophet,1017,1376,9848,1883,1075,1958,289.9,Low,High,69.63,174.08,208368.57,34.3,26,Supplier_07,85.7,-2.58,0,0,Competitor Promo,Downward,0.702,A
2022-06-19,24,June,Q2,2022,SKU-1006,Apparel Item 006,Apparel,APAC Fulfillment,Asia Pacific,2290,2431,6.2,12.19,Holt-Winters,2066,2795,8500,645,243,701,111.4,Low,High,58.49,146.23,355486.88,56.7,6,Supplier_06,80.4,-0.95,0,0,Supply Shock,Upward,1.064,A
2023-01-05,1,January,Q1,2023,SKU-1007,Apparel Item 007,Apparel,Central Depot,Middle East & Africa,1295,1148,11.4,13.9,XGBoost,975,1320,3949,1203,1114,2365,91.5,Low,Medium,16.99,42.48,48769.91,43.1,29,Supplier_01,85.2,-1.83,1,0,None,Stable,1.026,B
2024-11-11,46,November,Q4,2024,SKU-1008,Automotive Item 008,Automotive,Central Depot,Latin America,2008,2273,13.2,21.53,Ensemble,1932,2613,873,566,1852,4730,13.0,High,Low,41.15,102.88,233854.84,35.6,43,Supplier_09,98.3,-0.82,0,0,Holiday,Downward,0.776,B
2024-08-15,33,August,Q3,2024,SKU-1016,Sports Item 016,Sports,Central Depot,Middle East & Africa,5152,4089,20.6,22.6,Ensemble,3475,4702,4767,1208,5868,10676,27.8,High,Low,169.54,423.84,1733076.81,44.9,28,Supplier_03,98.6,-2.2,0,0,Weather,Upward,0.788,A
2024-12-21,51,December,Q4,2024,SKU-1021,Food & Beverage Item 021,Food & Beverage,APAC Fulfillment,North America,4982,3999,19.7,15.54,ARIMA,3399,4598,7512,1403,3967,7620,45.2,Medium,Low,189.58,473.96,1895348.5,23.6,22,Supplier_03,71.1,-0.13,0,0,Holiday,Upward,0.954,C
2023-12-26,52,December,Q4,2023,SKU-1002,Sports Item 002,Sports,West Coast Hub,Latin America,1979,2057,3.9,2.18,Ensemble,1748,2365,6352,1760,2469,5437,96.3,Low,Low,168.68,421.71,867450.16,60.8,45,Supplier_08,83.8,-2.77,0,20.3,Weather,Downward,0.974,B
2022-02-24,8,February,Q1,2022,SKU-1015,Sports Item 015,Sports,Central Depot,Middle East & Africa,2123,1853,12.7,9.12,XGBoost,1575,2130,2633,1302,2054,4177,37.2,Medium,Low,60.24,150.6,279057.72,29.9,30,Supplier_13,71.8,-0.58,0,0,Weather,Downward,1.243,B
2023-06-12,24,June,Q2,2023,SKU-1007,Office Item 007,Office,West Coast Hub,North America,5161,4336,16.0,16.28,Holt-Winters,3685,4986,5824,568,5509,12046,33.9,Medium,Low,14.8,37.01,160481.12,54.3,38,Supplier_10,97.8,-1.74,0,0,Weather,Upward,1.099,A
2022-06-13,24,June,Q2,2022,SKU-1004,Automotive Item 004,Automotive,West Coast Hub,North America,5093,5385,5.7,12.98,ARIMA,4577,6192,3202,547,4765,11895,18.9,High,Low,124.24,310.59,1672515.95,25.0,42,Supplier_15,92.5,-2.01,0,0,Competitor Promo,Upward,1.094,B
2024-10-17,42,October,Q4,2024,SKU-1026,Home & Garden Item 026,Home & Garden,APAC Fulfillment,Latin America,3330,4051,21.7,3.6,Prophet,3443,4658,4922,1719,3025,6688,44.3,Medium,Low,164.35,410.88,1664465.05,25.0,33,Supplier_13,91.9,-0.02,1,0,Supply Shock,Upward,0.713,A
2023-09-04,36,September,Q3,2023,SKU-1005,Healthcare Item 005,Healthcare,European DC,Middle East & Africa,3066,3531,15.2,8.59,Ensemble,3001,4060,3781,437,5762,9747,37.0,High,Low,88.13,220.33,778000.26,51.9,39,Supplier_13,70.4,-1.28,0,37.7,Economic,Downward,0.731,B
2022-10-04,40,October,Q4,2022,SKU-1012,Sports Item 012,Sports,APAC Fulfillment,Europe,2726,2509,8.0,10.94,Prophet,2132,2885,3068,226,3502,6591,33.8,High,Low,10.76,26.89,67461.81,53.6,34,Supplier_03,76.8,-0.66,0,35.8,None,Upward,0.7,B
2023-05-26,21,May,Q2,2023,SKU-1013,Healthcare Item 013,Healthcare,APAC Fulfillment,Asia Pacific,7003,6445,8.0,15.31,Ensemble,5478,7411,8087,5,1025,2192,34.6,Low,High,64.28,160.71,1035753.84,52.8,5,Supplier_11,88.3,-1.31,1,0,Economic,Upward,1.176,A
2023-12-09,49,December,Q4,2023,SKU-1013,Home & Garden Item 013,Home & Garden,APAC Fulfillment,Latin America,933,857,8.1,2.12,ARIMA,728,985,1266,1967,430,741,40.7,Low,Low,18.34,45.84,39285.2,20.2,10,Supplier_09,95.3,-2.46,0,0,Weather,Downward,0.889,A
2022-03-29,13,March,Q1,2022,SKU-1017,Sports Item 017,Sports,European DC,Latin America,3619,4393,21.4,3.63,LSTM,3734,5051,9359,238,2303,6645,77.6,Low,Medium,13.66,34.16,150046.91,57.6,36,Supplier_01,95.1,-2.14,0,0,Competitor Promo,Stable,1.3,C
2022-07-24,29,July,Q3,2022,SKU-1024,Apparel Item 024,Apparel,APAC Fulfillment,Middle East & Africa,3662,3606,1.5,16.48,Ensemble,3065,4146,5311,747,905,1637,43.5,Low,High,80.86,202.16,728995.24,40.8,6,Supplier_07,92.6,-2.45,0,0,Holiday,Upward,0.887,B
2022-04-19,16,April,Q2,2022,SKU-1004,Food & Beverage Item 004,Food & Beverage,East Coast Hub,Asia Pacific,5539,5728,3.4,5.55,XGBoost,4868,6587,3264,1873,2522,4552,17.7,Medium,Low,193.58,483.96,2772111.91,24.0,11,Supplier_07,87.6,-2.23,0,0,Economic,Stable,1.286,C
2024-05-01,18,May,Q2,2024,SKU-1012,Office Item 012,Office,East Coast Hub,Asia Pacific,3126,3107,0.6,5.81,Ensemble,2640,3573,6745,624,5938,10314,64.7,Medium,Low,143.48,358.71,1114512.39,20.4,42,Supplier_01,97.1,-0.49,0,0,Competitor Promo,Stable,1.259,A
2024-07-05,27,July,Q3,2024,SKU-1016,Food & Beverage Item 016,Food & Beverage,West Coast Hub,Asia Pacific,2396,3076,28.4,21.48,Holt-Winters,2614,3537,2921,1403,1747,2945,36.6,Medium,Low,51.09,127.72,392876.17,44.4,15,Supplier_04,76.5,-1.72,0,0,Weather,Upward,0.977,A
2023-07-05,27,July,Q3,2023,SKU-1010,Electronics Item 010,Electronics,European DC,North America,617,672,8.9,2.97,Holt-Winters,571,772,7566,103,1140,1900,367.9,Low,High,83.35,208.39,140035.28,21.6,37,Supplier_15,80.2,-2.74,0,0,Competitor Promo,Upward,0.982,B
2024-10-20,42,October,Q4,2024,SKU-1019,Sports Item 019,Sports,West Coast Hub,Latin America,2847,2472,13.2,24.32,Holt-Winters,2101,2842,9468,1382,596,1355,99.8,Low,High,63.07,157.68,389775.76,37.5,8,Supplier_15,96.0,-2.74,0,27.4,Economic,Downward,0.718,C
2022-04-08,14,April,Q2,2022,SKU-1020,Electronics Item 020,Electronics,West Coast Hub,Middle East & Africa,3188,3637,14.1,5.12,Prophet,3091,4182,1614,1005,1036,2736,15.2,Medium,Low,94.34,235.85,857803.36,22.4,16,Supplier_12,85.6,-2.18,1,0,Supply Shock,Stable,1.298,A
2022-08-04,31,August,Q3,2022,SKU-1021,Sports Item 021,Sports,Central Depot,Europe,2311,2774,20.0,16.17,Prophet,2357,3190,4887,1947,727,1420,63.4,Low,High,144.12,360.31,999488.38,38.1,9,Supplier_05,98.7,-1.64,0,0,Competitor Promo,Upward,0.836,A
2024-09-24,39,September,Q3,2024,SKU-1021,Electronics Item 021,Electronics,West Coast Hub,Latin America,310,290,6.5,15.28,ARIMA,246,333,4825,1284,397,800,466.9,Low,High,12.67,31.67,9183.94,21.7,39,Supplier_03,95.5,-2.5,1,0,Competitor Promo,Downward,0.701,C
2022-01-01,52,January,Q1,2022,SKU-1013,Electronics Item 013,Electronics,East Coast Hub,North America,1549,1600,3.3,20.86,Ensemble,1360,1839,5888,382,1258,2652,114.0,Low,Medium,80.09,200.22,320355.29,44.8,27,Supplier_03,95.0,-0.88,1,0,Competitor Promo,Stable,1.005,A
2024-01-10,2,January,Q1,2024,SKU-1017,Sports Item 017,Sports,Central Depot,Middle East & Africa,193,177,8.3,21.89,Prophet,150,203,6183,1027,59,155,961.1,Low,High,42.85,107.12,18959.79,48.3,15,Supplier_07,98.7,-2.72,1,0,Competitor Promo,Stable,1.051,B
2024-06-03,23,June,Q2,2024,SKU-1006,Food & Beverage Item 006,Food & Beverage,West Coast Hub,North America,6420,6576,2.4,11.57,Ensemble,5589,7562,4583,1824,11402,21032,21.4,High,Low,192.04,480.1,3157150.31,54.2,45,Supplier_11,74.4,-0.68,0,0,Weather,Stable,1.137,C
2022-05-01,17,May,Q2,2022,SKU-1021,Office Item 021,Office,East Coast Hub,Middle East & Africa,2541,2748,8.1,13.91,Prophet,2335,3160,4748,594,2123,5680,56.1,Low,Low,53.78,134.44,369442.66,64.1,42,Supplier_15,85.8,-0.24,0,0,Weather,Stable,1.262,B
2024-11-02,44,November,Q4,2024,SKU-1025,Sports Item 025,Sports,APAC Fulfillment,North America,1332,1468,10.2,23.59,ARIMA,1247,1688,3078,790,703,1191,69.3,Low,Medium,126.76,316.89,465197.08,49.8,11,Supplier_02,96.1,-1.53,0,0,Weather,Stable,0.748,A
2022-12-24,51,December,Q4,2022,SKU-1001,Office Item 001,Office,APAC Fulfillment,North America,4393,4505,2.5,13.55,Holt-Winters,3829,5180,4287,1082,1283,2600,29.3,Low,Medium,66.59,166.48,749990.56,20.3,9,Supplier_13,71.8,-0.75,0,0,Holiday,Downward,0.964,A
2022-08-29,35,August,Q3,2022,SKU-1008,Electronics Item 008,Electronics,East Coast Hub,Asia Pacific,825,902,9.3,17.19,Ensemble,766,1037,4050,1770,1295,2505,147.3,Low,Medium,164.91,412.27,371866.99,52.7,44,Supplier_02,86.8,-1.6,1,23.3,Weather,Downward,0.746,B
2024-05-11,19,May,Q2,2024,SKU-1009,Automotive Item 009,Automotive,East Coast Hub,Asia Pacific,2783,3111,11.8,22.79,Holt-Winters,2644,3577,5083,1116,2952,5735,54.8,Medium,Low,176.85,442.12,1375426.43,53.5,30,Supplier_04,76.0,-1.81,0,0,Competitor Promo,Stable,1.229,B
2022-04-02,13,April,Q2,2022,SKU-1029,Apparel Item 029,Apparel,APAC Fulfillment,Europe,1945,2269,16.7,7.12,Ensemble,1928,2609,3033,1818,3333,5991,46.8,High,Low,27.27,68.16,154661.92,25.9,41,Supplier_12,80.9,-1.73,1,0,None,Stable,1.3,C
2022-05-25,21,May,Q2,2022,SKU-1004,Healthcare Item 004,Healthcare,European DC,Latin America,2666,2544,4.6,17.5,Holt-Winters,2162,2925,9405,1717,4756,8221,105.8,Medium,Low,79.47,198.67,505409.33,42.6,39,Supplier_11,82.3,-0.65,0,0,Economic,Downward,1.18,B
2024-01-31,5,January,Q1,2024,SKU-1026,Office Item 026,Office,APAC Fulfillment,North America,3512,3063,12.8,2.9,LSTM,2603,3522,8035,651,3450,6962,68.6,Low,Low,182.29,455.73,1395891.62,21.5,30,Supplier_14,81.9,-2.6,0,21.8,Weather,Downward,1.153,A
2023-07-26,30,July,Q3,2023,SKU-1014,Food & Beverage Item 014,Food & Beverage,Central Depot,Latin America,3971,3615,9.0,3.2,Prophet,3072,4157,9214,1320,4189,8821,69.6,Low,Low,89.06,222.66,804922.35,56.9,35,Supplier_15,97.2,-2.22,1,0,Supply Shock,Stable,0.877,A
2022-06-16,24,June,Q2,2022,SKU-1014,Sports Item 014,Sports,APAC Fulfillment,Middle East & Africa,721,682,5.4,22.41,Prophet,579,784,7189,1462,989,1902,299.1,Low,High,69.12,172.81,117857.96,54.9,38,Supplier_03,87.1,-0.55,0,53.5,Competitor Promo,Stable,1.079,C
2023-03-23,12,March,Q1,2023,SKU-1001,Sports Item 001,Sports,East Coast Hub,Latin America,3813,3486,8.6,4.93,Holt-Winters,2963,4008,1121,1356,6689,11900,8.8,High,Low,147.46,368.64,1285079.09,49.2,41,Supplier_06,91.5,-2.33,0,0,Holiday,Downward,1.296,B
2023-09-28,39,September,Q3,2023,SKU-1028,Office Item 028,Office,European DC,Europe,52,57,9.6,8.74,Ensemble,48,65,6504,1292,36,94,3752.3,Low,High,110.08,275.2,15686.66,34.2,34,Supplier_10,80.9,-2.23,1,0,Supply Shock,Upward,0.7,C
